SM_LINCS_ID	SM_CENTER_COMPOUND_ID
LSM-6001	BRD-K96282009
LSM-6002	BRD-K96471533
LSM-6003	BRD-K96659869
LSM-6004	BRD-K96740444
LSM-6005	BRD-K96786677
LSM-6006	BRD-K97045029
LSM-6007	BRD-K97514127
LSM-6008	BRD-K97521363
LSM-6009	BRD-K97752965
LSM-6010	BRD-K97799481
LSM-6011	BRD-K98174813
LSM-6012	BRD-K98372770
LSM-6013	BRD-K98493452
LSM-6014	BRD-K98684188
LSM-6015	BRD-K98762074
LSM-6016	BRD-K98763141
LSM-6017	BRD-K99063460
LSM-6018	BRD-K99121711
LSM-6019	HMSL10077
LSM-6019	BRD-K99252563
LSM-6020	BRD-K99257182
LSM-6021	BRD-K99260425
LSM-6022	BRD-K99291625
LSM-6023	BRD-K99300445
LSM-6024	BRD-K99338088
LSM-6025	BRD-K99369265
LSM-6026	BRD-K99447003
LSM-6027	BRD-K99451608
LSM-6028	BRD-K99498722
LSM-6029	BRD-K99615199
LSM-6030	BRD-K99622919
LSM-6031	BRD-K99712306
LSM-6032	BRD-K99792991
LSM-6033	BRD-K99984802
LSM-6034	BRD-M02190957
LSM-6035	BRD-M08470251
LSM-6036	BRD-M09350392
LSM-6037	BRD-M10279501
LSM-6038	BRD-M15413738
LSM-6039	BRD-M16762496
LSM-6039	BRD-K49371609
LSM-6040	BRD-M18219129
LSM-6041	BRD-M19787235
LSM-6042	BRD-M30251550
LSM-6043	BRD-M34926192
LSM-6044	BRD-M35773784
LSM-6045	BRD-M37402942
LSM-6046	BRD-M39942365
LSM-6047	BRD-M40783228
LSM-6048	BRD-M41106164
LSM-6049	BRD-M45038741
LSM-6050	BRD-M45580279
LSM-6051	BRD-M47793593
LSM-6052	BRD-M47937986
LSM-6053	BRD-M53001068
LSM-6054	BRD-M56587789
LSM-6055	BRD-M58473998
LSM-6056	BRD-M59543297
LSM-6057	BRD-M61246020
LSM-6058	BRD-M61872305
LSM-6059	BRD-M72442222
LSM-6060	BRD-M72681210
LSM-6061	BRD-M73371355
LSM-6062	BRD-M79902621
LSM-6063	BRD-M90449146
LSM-6064	BRD-M94527406
LSM-6065	BRD-M98379218
LSM-6066	BRD-M98649031
LSM-6067	BRD-K77480336
LSM-6068	BRD-K01188359
LSM-6069	BRD-K01229043
LSM-6070	BRD-K02502363
LSM-6071	BRD-K02598395
LSM-6072	BRD-K02920722
LSM-6073	BRD-K03651937
LSM-6074	BRD-K04695623
LSM-6075	BRD-K05672354
LSM-6076	BRD-K06009608
LSM-6077	BRD-K06311439
LSM-6078	BRD-K07395346
LSM-6079	BRD-K08887444
LSM-6080	BRD-K10143126
LSM-6081	BRD-K11759662
LSM-6082	BRD-K14328427
LSM-6083	BRD-K14340219
LSM-6084	BRD-K14636731
LSM-6085	BRD-K14868367
LSM-6086	BRD-K15672523
LSM-6087	BRD-K18059480
LSM-6088	BRD-K20197062
LSM-6089	BRD-K21786893
LSM-6090	BRD-K22828860
LSM-6091	BRD-K23103632
LSM-6092	BRD-K24754728
LSM-6093	BRD-K24861700
LSM-6094	BRD-K24894325
LSM-6095	BRD-K25719068
LSM-6096	BRD-K27151060
LSM-6097	BRD-K28377013
LSM-6098	BRD-K28800414
LSM-6099	BRD-K29138830
LSM-6100	BRD-K30459086
LSM-6101	BRD-K30704475
LSM-6102	BRD-K30802967
LSM-6103	BRD-K33116223
LSM-6104	BRD-K33762302
LSM-6105	BRD-K34092011
LSM-6106	BRD-K34387287
LSM-6107	BRD-K36767861
LSM-6108	BRD-K38144109
LSM-6109	BRD-K38698447
LSM-6110	BRD-K39732687
LSM-6111	BRD-K41429297
LSM-6112	BRD-K41775742
LSM-6113	BRD-K42006476
LSM-6114	BRD-K42543304
LSM-6115	BRD-K43806450
LSM-6116	BRD-K44510578
LSM-6117	BRD-K44696931
LSM-6118	BRD-K44781077
LSM-6119	BRD-K45582470
LSM-6120	BRD-K46255814
LSM-6121	BRD-K46499837
LSM-6122	BRD-K46532897
LSM-6123	BRD-K47802551
LSM-6124	BRD-K50521229
LSM-6125	BRD-K51267267
LSM-6126	BRD-K52801121
LSM-6127	BRD-K53327986
LSM-6128	BRD-K53592093
LSM-6129	BRD-K53638321
LSM-6130	BRD-K53816294
LSM-6131	BRD-K57293132
LSM-6132	BRD-K58141791
LSM-6133	BRD-K60093216
LSM-6134	BRD-K60757524
LSM-6135	BRD-K62748479
LSM-6136	BRD-K62970326
LSM-6137	BRD-K63979920
LSM-6138	BRD-K64366758
LSM-6139	BRD-K67090983
LSM-6140	BRD-K67414432
LSM-6141	BRD-K67798612
LSM-6142	BRD-K68038686
LSM-6143	BRD-K68191033
LSM-6144	BRD-K70974948
LSM-6145	BRD-K71138616
LSM-6146	BRD-K71599932
LSM-6147	BRD-K71746288
LSM-6148	BRD-K71915010
LSM-6149	BRD-K74155249
LSM-6150	BRD-K74163137
LSM-6151	BRD-K74711637
LSM-6152	BRD-K75128590
LSM-6153	BRD-K76691125
LSM-6154	BRD-K78524708
LSM-6155	BRD-K79459005
LSM-6156	BRD-K82092559
LSM-6157	BRD-K82196068
LSM-6158	BRD-K82524003
LSM-6159	BRD-K82594686
LSM-6160	BRD-K83929831
LSM-6161	BRD-K87113270
LSM-6162	BRD-K88217904
LSM-6163	BRD-K88714443
LSM-6164	BRD-K89696951
LSM-6165	BRD-K90970920
LSM-6166	BRD-K91677732
LSM-6167	BRD-K95673125
LSM-6168	BRD-K96433222
LSM-6169	BRD-K97149069
LSM-6170	BRD-K98064019
LSM-6171	BRD-K99381377
LSM-6172	BRD-K09661167
LSM-6173	BRD-K10484463
LSM-6174	BRD-K29003210
LSM-6175	BRD-K30381304
LSM-6176	BRD-K36267058
LSM-6177	BRD-K60895275
LSM-6178	BRD-K61413806
LSM-6179	BRD-K79390395
LSM-6180	BRD-K87375115
LSM-6181	BRD-A01145011
LSM-6182	BRD-A04352665
LSM-6183	BRD-A05874290
LSM-6184	BRD-A12409803
LSM-6185	BRD-A13122391
LSM-6186	BRD-A13195221
LSM-6187	BRD-A17883755
LSM-6188	BRD-A23770159
LSM-6189	BRD-A36630025
LSM-6190	BRD-A63646118
LSM-6191	BRD-A70155556
LSM-6192	BRD-A71390734
LSM-6193	BRD-A73680854
LSM-6194	BRD-A75517195
LSM-6195	BRD-A75817871
LSM-6196	BRD-A76279427
LSM-6197	BRD-A81541225
LSM-6198	BRD-A85860691
LSM-6199	BRD-A94451536
LSM-6200	BRD-K00088062
LSM-6201	BRD-K00317371
LSM-6202	BRD-K00766422
LSM-6203	BRD-K01779529
LSM-6204	BRD-K01868942
LSM-6205	BRD-K01976263
LSM-6206	BRD-K02822062
LSM-6207	BRD-K02950022
LSM-6208	BRD-K03618428
LSM-6209	BRD-K04623885
LSM-6210	BRD-K05649647
LSM-6211	BRD-K05653692
LSM-6212	BRD-K06890060
LSM-6213	BRD-K07303502
LSM-6214	BRD-K08417745
LSM-6215	BRD-K08589866
LSM-6216	BRD-K08845546
LSM-6217	BRD-K09907482
LSM-6218	BRD-K13049116
LSM-6218	HMSL10290
LSM-6219	BRD-K14696368
LSM-6220	BRD-K15318909
LSM-6221	BRD-K15563106
LSM-6222	BRD-K16554956
LSM-6223	BRD-K16701932
LSM-6224	BRD-K17140735
LSM-6225	BRD-K17349619
LSM-6226	BRD-K18190982
LSM-6227	BRD-K18849474
LSM-6228	BRD-K19216856
LSM-6229	BRD-K19295594
LSM-6230	BRD-K19894101
LSM-6231	BRD-K21672174
LSM-6232	BRD-K23363278
LSM-6233	BRD-K25690923
LSM-6234	BRD-K25737009
LSM-6235	BRD-K26664453
LSM-6236	BRD-K28360340
LSM-6237	BRD-K28907958
LSM-6238	BRD-K30677119
LSM-6239	BRD-K32330832
LSM-6240	BRD-K32405725
LSM-6241	BRD-K33272502
LSM-6242	BRD-K39503511
LSM-6243	BRD-K40853697
LSM-6244	BRD-K40892394
LSM-6245	BRD-K43620258
LSM-6246	BRD-K45446451
LSM-6247	BRD-K47335880
LSM-6248	BRD-K48923948
LSM-6249	BRD-K49456190
LSM-6250	BRD-K52836380
LSM-6251	BRD-K53792571
LSM-6252	BRD-K53903639
LSM-6253	BRD-K55395145
LSM-6254	BRD-K56851771
LSM-6255	BRD-K61053657
LSM-6256	BRD-K61662457
LSM-6257	BRD-K61829047
LSM-6258	BRD-K62965247
LSM-6259	BRD-K63195589
LSM-6260	BRD-K64642496
LSM-6261	BRD-K66792149
LSM-6262	BRD-K67075780
LSM-6263	HMSL10265
LSM-6263	BRD-K67844266
LSM-6264	HMSL10306
LSM-6264	BRD-K68548958
LSM-6265	BRD-K68997413
LSM-6266	BRD-K71799778
LSM-6267	BRD-K73261812
LSM-6268	BRD-K73789395
LSM-6269	BRD-K74761218
LSM-6270	BRD-K76188144
LSM-6271	HMSL10316
LSM-6271	BRD-K76964878
LSM-6272	BRD-K78513633
LSM-6273	BRD-K79382620
LSM-6274	BRD-K79983625
LSM-6275	BRD-K80527266
LSM-6276	BRD-K82818427
LSM-6277	BRD-K83213911
LSM-6278	BRD-K84924563
LSM-6279	BRD-K85563610
LSM-6280	BRD-K86191271
LSM-6281	BRD-K88510285
LSM-6281	HMSL10241
LSM-6282	BRD-K88544581
LSM-6283	BRD-K89391146
LSM-6283	HMSL10302
LSM-6284	BRD-K90999434
LSM-6285	BRD-K91623615
LSM-6286	BRD-K92241597
LSM-6287	BRD-K92301463
LSM-6288	BRD-K92980438
LSM-6289	BRD-K93095519
LSM-6290	BRD-K93176058
LSM-6291	BRD-K93725829
LSM-6292	BRD-K94325918
LSM-6293	BRD-K95606637
LSM-6294	BRD-K98404142
LSM-6295	BRD-K99696746
LSM-6297	HMSL10089
LSM-6302	HMSL10281
LSM-6303	HMSL10284
LSM-6304	HMSL10285
LSM-6305	HMSL10286
LSM-6306	HMSL10287
LSM-6307	HMSL10288
LSM-6308	HMSL10289
LSM-6309	HMSL10291
LSM-6310	HMSL10292
LSM-6311	HMSL10294
LSM-6312	HMSL10295
LSM-6313	HMSL10296
LSM-6314	HMSL10297
LSM-6315	HMSL10298
LSM-6316	HMSL10299
LSM-6317	HMSL10303
LSM-6318	HMSL10305
LSM-6319	HMSL10307
LSM-6320	HMSL10308
LSM-6321	HMSL10309
LSM-6322	HMSL10313
LSM-6323	HMSL10314
LSM-6324	HMSL10315
LSM-6325	HMSL10320
LSM-6326	HMSL10321
LSM-6327	HMSL10322
LSM-6328	HMSL10323
LSM-6329	HMSL10324
LSM-6330	HMSL10325
LSM-6331	HMSL10327
LSM-6332	HMSL10328
LSM-6333	HMSL10329
LSM-6334	HMSL10330
LSM-6335	HMSL10331
LSM-6336	HMSL10332
LSM-6337	HMSL10333
LSM-6338	HMSL10334
LSM-6339	HMSL10335
LSM-6340	HMSL10337
LSM-6341	HMSL10338
LSM-6342	HMSL10339
LSM-6343	HMSL10340
LSM-6344	HMSL10341
LSM-6345	HMSL10342
LSM-6348	HMSL10250
LSM-6350	HMSL10261
LSM-6351	HMSL10268
LSM-6352	HMSL10269
LSM-6353	HMSL10272
LSM-6355	HMSL10343
LSM-6356	HMSL10344
LSM-6357	HMSL10345
LSM-6358	HMSL10348
LSM-6359	HMSL10237
LSM-6360	HMSL10247
LSM-6361	HMSL10275
LSM-6362	HMSL10276
LSM-6363	HMSL10346
LSM-6364	HMSL10347
